puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
89,0,89/img/puzzle_89_0.png,"What is the count of distinct numbers bigger than 10 and smaller than 49 with all distinct digits can we create with the digits {4, 6, 7, 9}? A: 6,B: 2,C: 1,D: 9,E: 4",B,nan,NO_FINAL_ANSWER,nan,89-0-1,nan
89,1,89/img/puzzle_89_1.png,"How many distinct numbers greater than 7 and lesser than 53 with all distinct digits can we make using the digits {4, 5, 6, 8}? A: 2,B: 8,C: 0,D: 3,E: 4",E,nan,NO_FINAL_ANSWER,nan,89-1-1,nan
89,2,89/img/puzzle_89_2.png,"With the digits {2, 4, 7, 8}, how many different numbers bigger than 22 and lesser than 59 with all different digits can we make? A: 10,B: 11,C: 6,D: 4,E: 1",C,nan,NO_FINAL_ANSWER,nan,89-2-1,nan
89,3,89/img/puzzle_89_3.png,"How many different numbers greater than 25 and below 69 with all different digits can we make using the digits {1, 4, 5, 8}? A: 6,B: 2,C: 9,D: 11,E: 5",A,nan,NO_FINAL_ANSWER,nan,89-3-1,nan
89,4,89/img/puzzle_89_4.png,"How many individual numbers above 20 and below 56 with all individual digits can we build using the digits {2, 6, 8, 9}? A: 1,B: 2,C: 3,D: 9,E: 4",C,nan,NO_FINAL_ANSWER,nan,89-4-1,nan
89,5,89/img/puzzle_89_5.png,"How many different numbers bigger than 20 and lesser than 76 with all different digits can we create with the digits {4, 5, 6, 8}? A: 9,B: 2,C: 16,D: 8,E: 12",A,nan,NO_FINAL_ANSWER,nan,89-5-1,nan
89,6,89/img/puzzle_89_6.png,"What is the count of different numbers larger than 6 and below 37 with all different digits can we make with the digits {0, 2, 3, 4}? A: 6,B: 8,C: 3,D: 0,E: 1",A,nan,NO_FINAL_ANSWER,nan,89-6-1,nan
89,7,89/img/puzzle_89_7.png,"With the digits {1, 3, 4, 6}, how many individual numbers larger than 13 and lesser than 53 with all individual digits can we create? A: 9,B: 8,C: 17,D: 0,E: 15",A,nan,NO_FINAL_ANSWER,nan,89-7-1,nan
89,8,89/img/puzzle_89_8.png,"With the digits {0, 3, 5, 6}, how many distinct numbers larger than 13 and below 70 with all distinct digits can we build? A: 1,B: 14,C: 3,D: 2,E: 9",E,nan,NO_FINAL_ANSWER,nan,89-8-1,nan
89,9,89/img/puzzle_89_9.png,"Using the digits {4, 5, 6, 7}, what is the count of individual numbers greater than 2 and lesser than 38 with all individual digits can we make? A: 0,B: 2,C: 1,D: 7,E: 4",E,nan,NO_FINAL_ANSWER,nan,89-9-1,nan
89,10,89/img/puzzle_89_10.png,"Using the digits {1, 3, 5, 9}, how many different numbers bigger than 10 and lesser than 62 with all different digits can we create? A: 17,B: 1,C: 9,D: 7,E: 6",C,nan,NO_FINAL_ANSWER,nan,89-10-1,nan
89,11,89/img/puzzle_89_11.png,"Using the digits {0, 1, 7, 9}, what is the count of individual numbers bigger than 3 and below 49 with all individual digits can we make? A: 4,B: 0,C: 6,D: 5,E: 8",D,nan,NO_FINAL_ANSWER,nan,89-11-1,nan
89,12,89/img/puzzle_89_12.png,"What is the count of disparate numbers larger than 21 and lesser than 68 with all disparate digits can we create using the digits {3, 7, 8, 9}? A: 2,B: 0,C: 9,D: 4,E: 3",E,nan,NO_FINAL_ANSWER,nan,89-12-1,nan
89,13,89/img/puzzle_89_13.png,"Using the digits {0, 2, 4, 9}, how many different numbers greater than 4 and smaller than 39 with all different digits can we build? A: 8,B: 6,C: 5,D: 0,E: 2",C,nan,NO_FINAL_ANSWER,nan,89-13-1,nan
