puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
13,1,13/img/puzzle_13_e_1.png,"The locks with the same number need to be put together as the same group. How many groups have more than 2 locks? A: 5,B: 3,C: 2,D: 7,E: 4",B,nan,NO_FINAL_ANSWER,nan,13-1-1,nan
13,2,13/img/puzzle_13_e_2.png,"The locks with the same number need to be put together as the same group. How many groups have more than 3 locks? A: 5,B: 3,C: 4,D: 1,E: 7",B,nan,NO_FINAL_ANSWER,nan,13-2-1,nan
13,3,13/img/puzzle_13_e_3.png,"The envelopes with the same number belong to the same group. How many groups have less than 4 envelopes? A: 6,B: 3,C: 4,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,13-3-1,nan
13,4,13/img/puzzle_13_e_4.png,"The books with the same number belong to the same group. How many groups have less than 3 books? A: 5,B: 1,C: 7,D: 2,E: 3",E,nan,NO_FINAL_ANSWER,nan,13-4-1,nan
13,5,13/img/puzzle_13_e_5.png,"A man wants to group the disks with the same number in the same group. How many groups have less than 3 disks? A: 6,B: 1,C: 7,D: 2,E: 3",E,nan,NO_FINAL_ANSWER,nan,13-5-1,nan
13,6,13/img/puzzle_13_e_6.png,"A man wants to group the locks with the same number in the same group. How many groups have more than 3 locks? A: 2,B: 4,C: 3,D: 6,E: 1",A,nan,NO_FINAL_ANSWER,nan,13-6-1,nan
13,7,13/img/puzzle_13_e_7.png,"A man groups his locks such that the locks with the same number belong to the same group. How many groups have less than 3 locks? A: 1,B: 2,C: 3,D: 4,E: 5",B,nan,NO_FINAL_ANSWER,nan,13-7-1,nan
13,8,13/img/puzzle_13_e_8.png,"A man wants to organize his envelopes according to their numbers such that the envelopes with the same number belong to the same group. How many groups have more than 2 envelopes? A: 6,B: 4,C: 5,D: 7,E: 8",B,nan,NO_FINAL_ANSWER,nan,13-8-1,nan
13,9,13/img/puzzle_13_e_9.png,"A man groups his balls such that the balls with the same number belong to the same group. How many groups have less than 4 balls? A: 7,B: 8,C: 5,D: 4,E: 6",D,nan,NO_FINAL_ANSWER,nan,13-9-1,nan
13,10,13/img/puzzle_13_e_10.png,"The envelopes with the same number need to be put together as the same group. How many groups have more than 4 envelopes? A: 3,B: 4,C: 1,D: 6,E: 2",E,nan,NO_FINAL_ANSWER,nan,13-10-1,nan
13,11,13/img/puzzle_13_e_11.png,"A man wants to put the disks with the same number together as the same group. How many groups have more than 2 disks? A: 2,B: 1,C: 3,D: 4,E: 5",C,nan,NO_FINAL_ANSWER,nan,13-11-1,nan
13,12,13/img/puzzle_13_e_12.png,"The locks with the same number belong to the same group. How many groups have more than 1 lock? A: 5,B: 11,C: 9,D: 10,E: 7",E,nan,NO_FINAL_ANSWER,nan,13-12-1,nan
13,13,13/img/puzzle_13_e_13.png,"The locks with the same number need to be put together as the same group. How many groups have more than 1 lock? A: 3,B: 8,C: 4,D: 1,E: 7",C,nan,NO_FINAL_ANSWER,nan,13-13-1,nan
13,14,13/img/puzzle_13_e_14.png,"A man wants to put the medals with the same number together as the same group. How many groups have more than 2 medals? A: 2,B: 1,C: 7,D: 4,E: 8",D,nan,NO_FINAL_ANSWER,nan,13-14-1,nan
13,15,13/img/puzzle_13_e_15.png,"The books with the same number belong to the same group. How many groups have less than 2 books? A: 3,B: 6,C: 5,D: 2,E: 4",D,nan,NO_FINAL_ANSWER,nan,13-15-1,nan
13,16,13/img/puzzle_13_e_16.png,"A man wants to group the locks with the same number in the same group. How many groups have more than 1 lock? A: 6,B: 7,C: 5,D: 3,E: 1",D,nan,NO_FINAL_ANSWER,nan,13-16-1,nan
13,17,13/img/puzzle_13_e_17.png,"A man wants to put the locks with the same number together as the same group. How many groups have less than 4 locks? A: 1,B: 6,C: 5,D: 3,E: 2",E,nan,NO_FINAL_ANSWER,nan,13-17-1,nan
13,18,13/img/puzzle_13_e_18.png,"A man groups his disks such that the disks with the same number belong to the same group. How many groups have less than 4 disks? A: 5,B: 6,C: 4,D: 3,E: 2",A,nan,NO_FINAL_ANSWER,nan,13-18-1,nan
13,19,13/img/puzzle_13_e_19.png,"A man wants to put the books with the same number together as the same group. How many groups have less than 4 books? A: 4,B: 5,C: 2,D: 3,E: 1",C,nan,NO_FINAL_ANSWER,nan,13-19-1,nan
13,20,13/img/puzzle_13_e_20.png,"A man wants to put the locks with the same number together as the same group. How many groups have more than 2 locks? A: 2,B: 3,C: 1,D: 4,E: 6",A,nan,NO_FINAL_ANSWER,nan,13-20-1,nan
13,21,13/img/puzzle_13_e_21.png,"A man wants to organize his disks according to their numbers such that the disks with the same number belong to the same group. How many groups have less than 3 disks? A: 3,B: 6,C: 4,D: 2,E: 1",D,nan,NO_FINAL_ANSWER,nan,13-21-1,nan
13,22,13/img/puzzle_13_e_22.png,"The balls with the same number need to be put together as the same group. How many groups have more than 4 balls? A: 4,B: 1,C: 6,D: 3,E: 2",E,nan,NO_FINAL_ANSWER,nan,13-22-1,nan
13,23,13/img/puzzle_13_e_23.png,"A man wants to put the books with the same number together as the same group. How many groups have less than 3 books? A: 3,B: 4,C: 6,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,13-23-1,nan
13,24,13/img/puzzle_13_e_24.png,"A man groups his books such that the books with the same number belong to the same group. How many groups have more than 2 books? A: 1,B: 8,C: 2,D: 7,E: 4",E,nan,NO_FINAL_ANSWER,nan,13-24-1,nan
