puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
35,1,35/img/puzzle_35_e_1.png,"Which point(s) of the labrynth can we reach starting from point O? A: A, B, and C,B: C,C: E,D: A, B, C, and E,E: B and E",C,nan,NO_FINAL_ANSWER,nan,35-1-1,nan
35,2,35/img/puzzle_35_e_2.png,"If we start from point O, which point(s) of the maze can we reach? A: C and D,B: B and C,C: A and C,D: A, B, and E,E: A, B, C, D, and E",A,nan,NO_FINAL_ANSWER,nan,35-2-1,nan
35,3,35/img/puzzle_35_e_3.png,"The set of point(s) of the maze we can reach starting from point O is: A: A and D,B: B, C, and E,C: A, D, and E,D: A, B, C, D, and E,E: D",E,nan,NO_FINAL_ANSWER,nan,35-3-1,nan
35,4,35/img/puzzle_35_e_4.png,"Which point(s) of the labrynth can we reach starting from point O? A: A and B,B: C,C: B,D: A and D,E: A",B,nan,NO_FINAL_ANSWER,nan,35-4-1,nan
35,5,35/img/puzzle_35_e_5.png,"The set of point(s) of the labrynth we can reach starting from point O is: A: A and D,B: B and D,C: C, D, and E,D: E,E: A, C, D, and E",D,nan,NO_FINAL_ANSWER,nan,35-5-1,nan
35,6,35/img/puzzle_35_e_6.png,"Which point(s) of the maze can we reach starting from point O? A: A, B, C, and E,B: C and E,C: B, D, and E,D: A, C, D, and E,E: A and C",E,nan,NO_FINAL_ANSWER,nan,35-6-1,nan
35,7,35/img/puzzle_35_e_7.png,"Which point(s) of the labrynth can we reach starting from point O? A: A, C, and E,B: A and B,C: A and D,D: C,E: A, B, and D",D,nan,NO_FINAL_ANSWER,nan,35-7-1,nan
35,8,35/img/puzzle_35_e_8.png,"Which point(s) of the labrynth can we reach starting from point O? A: C,B: B and E,C: B, C, D, and E,D: A and B,E: A and E",A,nan,NO_FINAL_ANSWER,nan,35-8-1,nan
35,9,35/img/puzzle_35_e_9.png,"The set of point(s) of the maze we can reach starting from point O is: A: B, C, and E,B: A,C: B, D, and E,D: A, B, C, and E,E: D",B,nan,NO_FINAL_ANSWER,nan,35-9-1,nan
35,10,35/img/puzzle_35_e_10.png,"The set of point(s) of the maze we can reach starting from point O is: A: A, B, and D,B: A, B, C, D, and E,C: A, C, and D,D: C and E,E: C",E,nan,NO_FINAL_ANSWER,nan,35-10-1,nan
35,11,35/img/puzzle_35_e_11.png,"If we start from point O, the set of point(s) of the maze we can reach is: A: C,B: A, D, and E,C: B, C, and E,D: B and C,E: A, B, and E",A,nan,NO_FINAL_ANSWER,nan,35-11-1,nan
35,12,35/img/puzzle_35_e_12.png,"The set of point(s) of the maze we can reach starting from point O is: A: C and E,B: C and D,C: A, B, C, and E,D: A, B, C, and D,E: B, D, and E",B,nan,NO_FINAL_ANSWER,nan,35-12-1,nan
