puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
64,0,64/img/puzzle_104_0.png,"This cake was split into 11 commensurate parts. How many parts are taken? A: 0,B: 9,C: 3,D: 2,E: 4",C,nan,NO_FINAL_ANSWER,nan,64-0-1,nan
64,1,64/img/puzzle_104_1.png,"This cake was split into 14 comparable parts. How many parts are taken? A: 9,B: 7,C: 5,D: 2,E: 0",C,nan,NO_FINAL_ANSWER,nan,64-1-1,nan
64,2,64/img/puzzle_104_2.png,"This cake was cut into 10 equal parts. How many parts have been taken? A: 6,B: 2,C: 5,D: 4,E: 0",C,nan,NO_FINAL_ANSWER,nan,64-2-1,nan
64,3,64/img/puzzle_104_3.png,"This cake is split into 12 equal sectors. How many sectors have been taken? A: 3,B: 2,C: 5,D: 4,E: 1",C,nan,NO_FINAL_ANSWER,nan,64-3-1,nan
64,4,64/img/puzzle_104_4.png,"The pizza depicted in the figure was split into 18 commensurate pieces. How many pieces are taken? A: 6,B: 9,C: 3,D: 8,E: 7",C,nan,NO_FINAL_ANSWER,nan,64-4-1,nan
64,5,64/img/puzzle_104_5.png,"This cake is divided into 11 balanced pieces. How many pieces are taken? A: 13,B: 9,C: 6,D: 1,E: 10",B,nan,NO_FINAL_ANSWER,nan,64-5-1,nan
64,6,64/img/puzzle_104_6.png,"This pizza was split into 13 balanced parts. How many parts are taken? A: 5,B: 17,C: 1,D: 9,E: 3",D,nan,NO_FINAL_ANSWER,nan,64-6-1,nan
64,7,64/img/puzzle_104_7.png,"The circle shown in the drawing was split into 15 equal slices. How many slices are taken? A: 5,B: 6,C: 4,D: 2,E: 0",D,nan,NO_FINAL_ANSWER,nan,64-7-1,nan
64,8,64/img/puzzle_104_8.png,"The pizza displayed in the cartoon is sectored into 17 equal slices. How many slices have been taken? A: 13,B: 3,C: 6,D: 8,E: 9",E,nan,NO_FINAL_ANSWER,nan,64-8-1,nan
64,9,64/img/puzzle_104_9.png,"This circle was divided into 11 comparable sectors. How many sectors have been taken? A: 6,B: 3,C: 2,D: 8,E: 5",B,nan,NO_FINAL_ANSWER,nan,64-9-1,nan
64,10,64/img/puzzle_104_10.png,"This circle was divided into 15 commensurate sectors. How many sectors are taken? A: 3,B: 5,C: 0,D: 2,E: 6",A,nan,NO_FINAL_ANSWER,nan,64-10-1,nan
64,11,64/img/puzzle_104_11.png,"The cake pictured in the image is cut into 16 comparable pieces. How many pieces are taken? A: 9,B: 6,C: 3,D: 0,E: 1",B,nan,NO_FINAL_ANSWER,nan,64-11-1,nan
64,12,64/img/puzzle_104_12.png,"This cake is split into 18 equal parts. How many parts are taken? A: 6,B: 7,C: 8,D: 10,E: 1",B,nan,NO_FINAL_ANSWER,nan,64-12-1,nan
64,13,64/img/puzzle_104_13.png,"The cake presented in the drawing is split into 19 equal sectors. How many sectors have been taken? A: 6,B: 7,C: 4,D: 9,E: 2",E,nan,NO_FINAL_ANSWER,nan,64-13-1,nan
