puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
51,1,51/img/puzzle_51_e_1.png,"Animals can be of any size in an imaginary virtual world. Please put the animals in order from the smallest to the largest. The label of the animal in the middle is: A: A,B: B,C: C,D: D,E: E",D,nan,NO_FINAL_ANSWER,nan,51-1-1,nan
51,2,51/img/puzzle_51_e_2.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the smallest to the largest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",D,nan,NO_FINAL_ANSWER,nan,51-2-1,nan
51,3,51/img/puzzle_51_e_3.png,"Animals can be of any size in an imaginary virtual world. Please put the animals in order from the largest to the smallest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",D,nan,NO_FINAL_ANSWER,nan,51-3-1,nan
51,4,51/img/puzzle_51_e_4.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the smallest to the largest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",C,nan,NO_FINAL_ANSWER,nan,51-4-1,nan
51,5,51/img/puzzle_51_e_5.png,"Animals can be of any size in an imaginary virtual world. Please put the animals in order from the smallest to the largest. The label of the animal in the middle is: A: A,B: B,C: C,D: D,E: E",A,nan,NO_FINAL_ANSWER,nan,51-5-1,nan
51,6,51/img/puzzle_51_e_6.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the smallest to the largest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",B,nan,NO_FINAL_ANSWER,nan,51-6-1,nan
51,7,51/img/puzzle_51_e_7.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the smallest to the largest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",D,nan,NO_FINAL_ANSWER,nan,51-7-1,nan
51,8,51/img/puzzle_51_e_8.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the largest to the smallest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",E,nan,NO_FINAL_ANSWER,nan,51-8-1,nan
51,9,51/img/puzzle_51_e_9.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the largest to the smallest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",A,nan,NO_FINAL_ANSWER,nan,51-9-1,nan
51,10,51/img/puzzle_51_e_10.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the largest to the smallest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",C,nan,NO_FINAL_ANSWER,nan,51-10-1,nan
51,11,51/img/puzzle_51_e_11.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the smallest to the largest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",C,nan,NO_FINAL_ANSWER,nan,51-11-1,nan
51,12,51/img/puzzle_51_e_12.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the smallest to the largest. What is the label of the animal in the middle? A: A,B: B,C: C,D: D,E: E",A,nan,NO_FINAL_ANSWER,nan,51-12-1,nan
51,13,51/img/puzzle_51_e_13.png,"In an imaginary virtual world, animals can be of any size. Please put the animals in order from the largest to the smallest. The label of the animal in the middle is: A: A,B: B,C: C,D: D,E: E",C,nan,NO_FINAL_ANSWER,nan,51-13-1,nan
