puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
47,1,47/img/puzzle_47_1.png,"For her graduation party, Juliana had 3 guests. She bought 3 pizzas, and each of them was cut into 2 slices. Each person at the party ate 1 slice of pizza. How many slices of pizza were eaten? A: 1,B: 4,C: 3,D: 5,E: 2",B,nan,NO_FINAL_ANSWER,nan,47-1-1,nan
47,2,47/img/puzzle_47_2.png,"For her birthday party, Catherine had 5 guests. She bought 4 pies, and each of them was cut into 2 slices. Each person at the party ate 1 slice of pie. How many slices of pie were left over? A: 5,B: 2,C: 1,D: 4,E: 3",B,nan,NO_FINAL_ANSWER,nan,47-2-1,nan
47,3,47/img/puzzle_47_3.png,"For his graduation party, Andrew had 9 guests. He bought 3 pizzas, and each of them was cut into 5 slices. Each person at the party ate 1 slice of pizza. How many slices of pizza were left over? A: 7,B: 11,C: 8,D: 0,E: 5",E,nan,NO_FINAL_ANSWER,nan,47-3-1,nan
47,4,47/img/puzzle_47_4.png,"For his birthday party, Thomas had 3 guests. He bought 2 cakes, and each of them was cut into 3 slices. Each person at the party ate 1 slice of cake. How many slices of cake were left over? A: 1,B: 0,C: 3,D: 5,E: 2",E,nan,NO_FINAL_ANSWER,nan,47-4-1,nan
47,5,47/img/puzzle_47_5.png,"For his birthday party, Eugene had 3 guests. He bought 2 cakes, and each of them was cut into 4 slices. Each person at the party ate 1 slice of cake. How many slices of cake were eaten? A: 0,B: 5,C: 4,D: 6,E: 2",C,nan,NO_FINAL_ANSWER,nan,47-5-1,nan
47,6,47/img/puzzle_47_6.png,"For her anniversary party, Susan had 8 guests. She bought 3 pizzas, and each of them was cut into 4 slices. Each person at the party ate 1 slice of pizza. How many slices of pizza were left over? A: 6,B: 8,C: 0,D: 4,E: 3",E,nan,NO_FINAL_ANSWER,nan,47-6-1,nan
47,7,47/img/puzzle_47_7.png,"For his graduation party, Richard had 10 guests. He bought 5 pizzas, and each of them was cut into 4 slices. Each person at the party ate 1 slice of pizza. How many slices of pizza were eaten? A: 17,B: 16,C: 19,D: 11,E: 5",D,nan,NO_FINAL_ANSWER,nan,47-7-1,nan
47,8,47/img/puzzle_47_8.png,"For his Christmas party, Adam had 16 guests. He bought 5 cakes, and each of them was cut into 5 slices. Each person at the party ate 1 slice of cake. How many slices of cake were eaten? A: 16,B: 5,C: 8,D: 7,E: 17",E,nan,NO_FINAL_ANSWER,nan,47-8-1,nan
47,9,47/img/puzzle_47_9.png,"For her New Year's party, Maude had 9 guests. She bought 5 cakes, and each of them was cut into 3 slices. Each person at the party ate 1 slice of cake. How many slices of cake were left over? A: 5,B: 1,C: 7,D: 9,E: 4",A,nan,NO_FINAL_ANSWER,nan,47-9-1,nan
47,10,47/img/puzzle_47_10.png,"For his birthday party, Marco had 4 guests. He bought 2 cakes, and each of them was cut into 3 slices. Each person at the party ate 1 slice of cake. How many slices of cake were eaten? A: 3,B: 2,C: 0,D: 5,E: 1",D,nan,NO_FINAL_ANSWER,nan,47-10-1,nan
