puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
63,1,63/img/puzzle_63_1.png,"Each of the numbers 3,5,8,4 and 6 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the blue circle? A: 5 or 3,B: 4,6 or 3,C: only 5,D: 6,5 or 4,E: only 4",E,nan,NO_FINAL_ANSWER,nan,63-1-1,nan
63,2,63/img/puzzle_63_2.png,"Each of the numbers 6,10,7,0 and 9 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the yellow circle? A: 10 or 9,B: only 10,C: 0 or 10,D: 9,7 or 0,E: only 0",E,nan,NO_FINAL_ANSWER,nan,63-2-1,nan
63,3,63/img/puzzle_63_3.png,"Each of the numbers 0,9,1,5 and 4 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the green circle? A: only 9,B: 9 or 1,C: 4 or 0,D: 9,4 or 1,E: 1,0 or 4",B,nan,NO_FINAL_ANSWER,nan,63-3-1,nan
63,4,63/img/puzzle_63_4.png,"Each of the numbers 3,6,10,7 and 1 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the green circle? A: only 1,B: 3,1 or 7,C: 3,10 or 7,D: 1,10 or 3,E: 7,3 or 6",A,nan,NO_FINAL_ANSWER,nan,63-4-1,nan
63,5,63/img/puzzle_63_5.png,"Each of the numbers 5,10,7,9 and 6 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the blue circle? A: only 7,B: only 10,C: 6,10 or 5,D: 6 or 9,E: only 5",A,nan,NO_FINAL_ANSWER,nan,63-5-1,nan
63,6,63/img/puzzle_63_6.png,"Each of the numbers 9,7,6,10 and 2 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the pink circle? A: only 2,B: 10,7 or 9,C: 6,7 or 2,D: 6,2 or 9,E: 6,9 or 10",A,nan,NO_FINAL_ANSWER,nan,63-6-1,nan
63,7,63/img/puzzle_63_7.png,"Each of the numbers 9,2,3,0 and 7 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the yellow circle? A: only 3,B: 3,9 or 0,C: 7,3 or 9,D: 3,9 or 2,E: 0 or 9",A,nan,NO_FINAL_ANSWER,nan,63-7-1,nan
63,8,63/img/puzzle_63_8.png,"Each of the numbers 8,1,2,7 and 0 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the orange circle? A: only 1,B: 1 or 8,C: only 2,D: only 0,E: 8,1 or 7",D,nan,NO_FINAL_ANSWER,nan,63-8-1,nan
63,9,63/img/puzzle_63_9.png,"Each of the numbers 10,0,7,1 and 4 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the orange circle? A: only 0,B: 4 or 1,C: 0,1 or 7,D: 0 or 1,E: 4 or 10",A,nan,NO_FINAL_ANSWER,nan,63-9-1,nan
63,10,63/img/puzzle_63_10.png,"Each of the numbers 7,8,6,5 and 4 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the pink circle? A: 5,7 or 8,B: 4 or 5,C: 4 or 6,D: only 5,E: only 7",C,nan,NO_FINAL_ANSWER,nan,63-10-1,nan
63,11,63/img/puzzle_63_11.png,"Each of the numbers 2,9,3,8 and 7 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the orange circle? A: 7 or 9,B: 9,3 or 7,C: only 9,D: 3,8 or 2,E: 2 or 9",A,nan,NO_FINAL_ANSWER,nan,63-11-1,nan
63,12,63/img/puzzle_63_12.png,"Each of the numbers 0,9,6,4 and 5 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the yellow circle? A: only 6,B: 4,9 or 6,C: 4,5 or 6,D: 6,9 or 0,E: only 9",A,nan,NO_FINAL_ANSWER,nan,63-12-1,nan
63,13,63/img/puzzle_63_13.png,"Each of the numbers 10,1,7,6 and 9 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the orange circle? A: 1,6 or 7,B: only 10,C: only 1,D: 9 or 1,E: 10 or 1",C,nan,NO_FINAL_ANSWER,nan,63-13-1,nan
63,14,63/img/puzzle_63_14.png,"Each of the numbers 2,9,10,7 and 3 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the orange circle? A: only 2,B: only 7,C: 10,3 or 7,D: 3,10 or 2,E: only 9",B,nan,NO_FINAL_ANSWER,nan,63-14-1,nan
63,15,63/img/puzzle_63_15.png,"Each of the numbers 1,8,9,7 and 3 is written in one of the colored circles so that the sum of the numbers in the row is equal to the sum of the numbers in the column. Which number can be written in the green circle? A: only 8,B: 7 or 8,C: 9,3 or 8,D: 8,3 or 1,E: 3,9 or 7",A,nan,NO_FINAL_ANSWER,nan,63-15-1,nan
