puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
85,0,85/img/puzzle_85_0.png,"Erin made six chances with the darts on the target as depicted in the image. How many point(s) did she get on her last chance? A: 37,B: 7,C: 4,D: 20,E: 35",D,nan,NO_FINAL_ANSWER,nan,85-0-1,nan
85,1,85/img/puzzle_85_1.png,"On her beginning turn, Felicia got 17 points with 9 arrows on the target, as presented in the image. On her second turn, she received 26 points, as presented in the second image and so on. How many point(s) did she receive on her last turn? A: 23,B: 21,C: 24,D: 1,E: 20",E,nan,NO_FINAL_ANSWER,nan,85-1-1,nan
85,2,85/img/puzzle_85_2.png,"On his initial attempt, Joseph got 18 points with 10 arrows on the target, as demonstrated in the picture. On his next attempt, he got 31 points, as demonstrated in the next picture and so on. How many point(s) did he receive on his last attempt? A: 11,B: 5,C: 21,D: 15,E: 6",C,nan,NO_FINAL_ANSWER,nan,85-2-1,nan
85,3,85/img/puzzle_85_3.png,"On her first attempt, Jennifer got 17 points with 8 darts on the target, as displayed in the figure. On her second attempt, she got 12 points, as displayed in the second figure and so on. How many point(s) did she get on her last attempt? A: 5,B: 3,C: 7,D: 9,E: 0",C,nan,NO_FINAL_ANSWER,nan,85-3-1,nan
85,4,85/img/puzzle_85_4.png,"On her first turn, Rachel got 30 points with 11 arrows on the target, as shown in the top-left part of the picture. On her next turn, she received 29 points, as shown in the next picture and so on. How many point(s) did she receive on her last turn? A: 59,B: 14,C: 20,D: 62,E: 39",E,nan,NO_FINAL_ANSWER,nan,85-4-1,nan
85,5,85/img/puzzle_85_5.png,"Kathryn made five attempts with the arrows on the target as presented in the picture. How many point(s) did she make on her last attempt? A: 5,B: 32,C: 17,D: 12,E: 18",E,nan,NO_FINAL_ANSWER,nan,85-5-1,nan
85,6,85/img/puzzle_85_6.png,"On her beginning turn, Denise got 27 points with 12 darts on the target, as presented in the picture. On her second turn, she made 21 points, as presented in the second picture and so on. How many point(s) did she make on her last turn? A: 34,B: 9,C: 24,D: 17,E: 2",C,nan,NO_FINAL_ANSWER,nan,85-6-1,nan
85,7,85/img/puzzle_85_7.png,"Katherine made four chances with the arrows on the target as depicted in the picture. How many point(s) did she make on her last chance? A: 14,B: 15,C: 2,D: 8,E: 1",D,nan,NO_FINAL_ANSWER,nan,85-7-1,nan
85,8,85/img/puzzle_85_8.png,"On his beginning attempt, Anthony got 9 points with 5 darts on the target, as shown in the picture. On his second attempt, he made 6 points, as shown in the second picture. How many point(s) did he make on his third attempt? A: 11,B: 7,C: 15,D: 5,E: 1",A,nan,NO_FINAL_ANSWER,nan,85-8-1,nan
85,9,85/img/puzzle_85_9.png,"Tracy made six chances with the darts on the target as displayed in the image. How many point(s) did she make on her last chance? A: 33,B: 18,C: 9,D: 26,E: 34",B,nan,NO_FINAL_ANSWER,nan,85-9-1,nan
85,10,85/img/puzzle_85_10.png,"Tina made three chances with the darts on the target as presented in the image. How many point(s) did she make on her third chance? A: 21,B: 14,C: 13,D: 19,E: 4",A,nan,NO_FINAL_ANSWER,nan,85-10-1,nan
85,11,85/img/puzzle_85_11.png,"Carrie made six turns with the darts on the target as presented in the figure. How many point(s) did she get on her last turn? A: 14,B: 31,C: 70,D: 69,E: 36",E,nan,NO_FINAL_ANSWER,nan,85-11-1,nan
85,12,85/img/puzzle_85_12.png,"Catherine made six chances with the arrows on the target as presented in the image. How many point(s) did she make on her last chance? A: 27,B: 14,C: 20,D: 24,E: 39",C,nan,NO_FINAL_ANSWER,nan,85-12-1,nan
85,13,85/img/puzzle_85_13.png,"William made four chances with the darts on the target as shown in the image. How many point(s) did he make on his last chance? A: 2,B: 15,C: 5,D: 12,E: 9",E,nan,NO_FINAL_ANSWER,nan,85-13-1,nan
85,14,85/img/puzzle_85_14.png,"Albert made six attempts with the darts on the target as shown in the figure. How many point(s) did he get on his last attempt? A: 19,B: 29,C: 7,D: 41,E: 43",B,nan,NO_FINAL_ANSWER,nan,85-14-1,nan
85,15,85/img/puzzle_85_15.png,"On her initial attempt, Holly got 23 points with 13 arrows on the target, as shown in the figure. On her next attempt, she got 25 points, as shown in the next figure and so on. How many point(s) did she get on her last attempt? A: 17,B: 27,C: 31,D: 4,E: 16",A,nan,NO_FINAL_ANSWER,nan,85-15-1,nan
85,16,85/img/puzzle_85_16.png,"John made five chances with the arrows on the target as shown in the figure. How many point(s) did he receive on his last chance? A: 12,B: 19,C: 34,D: 14,E: 20",E,nan,NO_FINAL_ANSWER,nan,85-16-1,nan
85,17,85/img/puzzle_85_17.png,"Katherine made five attempts with the darts on the target as demonstrated in the figure. How many point(s) did she make on her last attempt? A: 8,B: 9,C: 13,D: 10,E: 15",E,nan,NO_FINAL_ANSWER,nan,85-17-1,nan
85,18,85/img/puzzle_85_18.png,"On his initial attempt, Frank got 11 points with 5 arrows on the target, as depicted in the top-left part of the image. On his next attempt, he made 12 points, as depicted in the next image and so on. How many point(s) did he get on his last attempt? A: 1,B: 0,C: 4,D: 11,E: 12",D,nan,NO_FINAL_ANSWER,nan,85-18-1,nan
85,19,85/img/puzzle_85_19.png,"Melissa made four attempts with the darts on the target as depicted in the image. How many point(s) did she get on her last attempt? A: 6,B: 13,C: 7,D: 2,E: 3",C,nan,NO_FINAL_ANSWER,nan,85-19-1,nan
85,20,85/img/puzzle_85_20.png,"Amber made five turns with the arrows on the target as displayed in the figure. How many point(s) did she get on her last turn? A: 27,B: 40,C: 51,D: 29,E: 28",D,nan,NO_FINAL_ANSWER,nan,85-20-1,nan
85,21,85/img/puzzle_85_21.png,"Derrick made three chances with the darts on the target as demonstrated in the picture. How many point(s) did he make on his third chance? A: 10,B: 14,C: 17,D: 9,E: 3",D,nan,NO_FINAL_ANSWER,nan,85-21-1,nan
85,22,85/img/puzzle_85_22.png,"On her initial chance, Melissa got 18 points with 6 darts on the target, as depicted in the picture. On her second chance, she made 25 points, as depicted in the second picture and so on. How many point(s) did she make on her last chance? A: 44,B: 42,C: 14,D: 24,E: 16",D,nan,NO_FINAL_ANSWER,nan,85-22-1,nan
85,23,85/img/puzzle_85_23.png,"On her initial turn, Brenda got 26 points with 7 arrows on the target, as displayed in the image. On her next turn, she made 20 points, as displayed in the next image and so on. How many point(s) did she make on her last turn? A: 24,B: 41,C: 25,D: 13,E: 21",E,nan,NO_FINAL_ANSWER,nan,85-23-1,nan
85,24,85/img/puzzle_85_24.png,"Derrick made three turns with the darts on the target as demonstrated in the image. How many point(s) did he make on his third turn? A: 3,B: 6,C: 7,D: 0,E: 9",A,nan,NO_FINAL_ANSWER,nan,85-24-1,nan
85,25,85/img/puzzle_85_25.png,"Danielle made five turns with the arrows on the target as displayed in the figure. How many point(s) did she receive on her last turn? A: 26,B: 40,C: 18,D: 34,E: 43",A,nan,NO_FINAL_ANSWER,nan,85-25-1,nan
85,26,85/img/puzzle_85_26.png,"On her initial attempt, Mary got 4 points with 5 darts on the target, as presented in the image. On her second attempt, she received 4 points, as presented in the second image. How many point(s) did she receive on her third attempt? A: 6,B: 0,C: 1,D: 4,E: 5",D,nan,NO_FINAL_ANSWER,nan,85-26-1,nan
85,27,85/img/puzzle_85_27.png,"On her initial turn, Rachel got 21 points with 7 darts on the target, as demonstrated in the top-left part of the image. On her next turn, she made 17 points, as demonstrated in the next image and so on. How many point(s) did she receive on her last turn? A: 11,B: 0,C: 22,D: 15,E: 14",D,nan,NO_FINAL_ANSWER,nan,85-27-1,nan
85,28,85/img/puzzle_85_28.png,"Paul made three chances with the arrows on the target as demonstrated in the picture. How many point(s) did he receive on his third chance? A: 8,B: 1,C: 3,D: 4,E: 7",C,nan,NO_FINAL_ANSWER,nan,85-28-1,nan
85,29,85/img/puzzle_85_29.png,"Daniel made five turns with the darts on the target as demonstrated in the image. How many point(s) did he make on his last turn? A: 17,B: 18,C: 23,D: 7,E: 15",B,nan,NO_FINAL_ANSWER,nan,85-29-1,nan
85,30,85/img/puzzle_85_30.png,"Rebecca made four chances with the darts on the target as depicted in the image. How many point(s) did she make on her last chance? A: 22,B: 18,C: 26,D: 14,E: 5",D,nan,NO_FINAL_ANSWER,nan,85-30-1,nan
85,31,85/img/puzzle_85_31.png,"Kathryn made six turns with the arrows on the target as displayed in the picture. How many point(s) did she receive on her last turn? A: 11,B: 41,C: 26,D: 7,E: 23",C,nan,NO_FINAL_ANSWER,nan,85-31-1,nan
85,32,85/img/puzzle_85_32.png,"Victor made six turns with the arrows on the target as depicted in the picture. How many point(s) did he get on his last turn? A: 14,B: 50,C: 1,D: 28,E: 29",D,nan,NO_FINAL_ANSWER,nan,85-32-1,nan
85,33,85/img/puzzle_85_33.png,"Victor made five turns with the darts on the target as shown in the picture. How many point(s) did he make on his last turn? A: 22,B: 3,C: 39,D: 8,E: 28",A,nan,NO_FINAL_ANSWER,nan,85-33-1,nan
85,34,85/img/puzzle_85_34.png,"Joseph made three chances with the darts on the target as displayed in the figure. How many point(s) did he receive on his third chance? A: 15,B: 13,C: 24,D: 0,E: 17",A,nan,NO_FINAL_ANSWER,nan,85-34-1,nan
