puzzle_id,sub_puzzle_id,image_path,origin_question,true_answer,sub_question,answer,level,sub_question_id,subquestion_image_path
14,1,14/img/puzzle_14_e_1.png,"All the flowers which are outside the circle and outside the rectangle simultaneously are picked up. How many flowers are picked up? A: 1,B: 4,C: 8,D: 6,E: 5",B,nan,NO_FINAL_ANSWER,nan,14-1-1,nan
14,2,14/img/puzzle_14_e_2.png,"We need to pick up all the flowers outside the triangle and outside the rectangle simultaneously. The number of flowers we need to pick up is: A: 1,B: 4,C: 7,D: 3,E: 8",B,nan,NO_FINAL_ANSWER,nan,14-2-1,nan
14,3,14/img/puzzle_14_e_3.png,"All the flowers outside the triangle and outside the circle simultaneously are picked up. The number of flowers which are picked up is: A: 15,B: 16,C: 17,D: 11,E: 14",E,nan,NO_FINAL_ANSWER,nan,14-3-1,nan
14,4,14/img/puzzle_14_e_4.png,"We want to pick up all the flowers that are inside the rectangle and inside the circle simultaneously. How many flowers should we pick up? A: 5,B: 6,C: 2,D: 1,E: 3",C,nan,NO_FINAL_ANSWER,nan,14-4-1,nan
14,5,14/img/puzzle_14_e_5.png,"We need to pick up all the flowers which are outside the rectangle and outside the triangle simultaneously. The number of flowers we need to pick up is: A: 11,B: 8,C: 5,D: 4,E: 9",B,nan,NO_FINAL_ANSWER,nan,14-5-1,nan
14,6,14/img/puzzle_14_e_6.png,"All the flowers that are outside the triangle and outside the circle simultaneously are picked up. The number of flowers which are picked up is: A: 11,B: 8,C: 7,D: 13,E: 10",E,nan,NO_FINAL_ANSWER,nan,14-6-1,nan
14,7,14/img/puzzle_14_e_7.png,"We want to pick up all the flowers outside the rectangle and outside the triangle simultaneously. How many flowers should we pick up? A: 6,B: 14,C: 9,D: 10,E: 7",D,nan,NO_FINAL_ANSWER,nan,14-7-1,nan
14,8,14/img/puzzle_14_e_8.png,"We want to pick up all the flowers that are outside the rectangle and outside the circle simultaneously. How many flowers should we pick up? A: 6,B: 11,C: 8,D: 5,E: 9",C,nan,NO_FINAL_ANSWER,nan,14-8-1,nan
14,9,14/img/puzzle_14_e_9.png,"We need to pick up all the flowers outside the circle and outside the rectangle simultaneously. The number of flowers we need to pick up is: A: 6,B: 1,C: 7,D: 4,E: 3",E,nan,NO_FINAL_ANSWER,nan,14-9-1,nan
14,10,14/img/puzzle_14_e_10.png,"We need to pick up all the flowers outside the rectangle but inside the circle simultaneously. The number of flowers we need to pick up is: A: 4,B: 3,C: 1,D: 7,E: 6",B,nan,NO_FINAL_ANSWER,nan,14-10-1,nan
14,11,14/img/puzzle_14_e_11.png,"We need to pick up all the flowers outside the rectangle and outside the circle simultaneously. The number of flowers we need to pick up is: A: 4,B: 1,C: 2,D: 6,E: 5",E,nan,NO_FINAL_ANSWER,nan,14-11-1,nan
14,12,14/img/puzzle_14_e_12.png,"We need to pick up all the flowers inside the circle and inside the rectangle simultaneously. The number of flowers we need to pick up is: A: 5,B: 6,C: 3,D: 1,E: 2",E,nan,NO_FINAL_ANSWER,nan,14-12-1,nan
14,13,14/img/puzzle_14_e_13.png,"All the flowers that are outside the circle and outside the rectangle simultaneously are picked up. The number of flowers which are picked up is: A: 9,B: 3,C: 6,D: 5,E: 2",D,nan,NO_FINAL_ANSWER,nan,14-13-1,nan
14,14,14/img/puzzle_14_e_14.png,"All the flowers outside the triangle and outside the rectangle simultaneously are picked up. The number of flowers which are picked up is: A: 10,B: 13,C: 14,D: 7,E: 11",A,nan,NO_FINAL_ANSWER,nan,14-14-1,nan
14,15,14/img/puzzle_14_e_15.png,"All the flowers inside the triangle but outside the rectangle simultaneously are picked up. The number of flowers which are picked up is: A: 6,B: 4,C: 2,D: 1,E: 5",C,nan,NO_FINAL_ANSWER,nan,14-15-1,nan
14,16,14/img/puzzle_14_e_16.png,"All the flowers which are inside the rectangle but outside the triangle simultaneously are picked up. How many flowers are picked up? A: 1,B: 3,C: 4,D: 2,E: 6",D,nan,NO_FINAL_ANSWER,nan,14-16-1,nan
14,17,14/img/puzzle_14_e_17.png,"All the flowers that are outside the triangle and outside the rectangle simultaneously are picked up. How many flowers are picked up? A: 2,B: 6,C: 9,D: 7,E: 5",B,nan,NO_FINAL_ANSWER,nan,14-17-1,nan
14,18,14/img/puzzle_14_e_18.png,"All the flowers that are outside the rectangle and outside the circle simultaneously are picked up. How many flowers are picked up? A: 6,B: 3,C: 2,D: 10,E: 4",A,nan,NO_FINAL_ANSWER,nan,14-18-1,nan
14,19,14/img/puzzle_14_e_19.png,"We want to pick up all the flowers outside the circle and outside the triangle simultaneously. How many flowers should we pick up? A: 3,B: 5,C: 6,D: 4,E: 7",A,nan,NO_FINAL_ANSWER,nan,14-19-1,nan
14,20,14/img/puzzle_14_e_20.png,"We want to pick up all the flowers inside the circle but outside the triangle simultaneously. How many flowers should we pick up? A: 4,B: 6,C: 3,D: 2,E: 1",D,nan,NO_FINAL_ANSWER,nan,14-20-1,nan
14,21,14/img/puzzle_14_e_21.png,"All the flowers that are outside the circle and outside the rectangle simultaneously are picked up. How many flowers are picked up? A: 5,B: 6,C: 2,D: 3,E: 4",C,nan,NO_FINAL_ANSWER,nan,14-21-1,nan
14,22,14/img/puzzle_14_e_22.png,"We want to pick up all the flowers that are outside the triangle and outside the rectangle simultaneously. How many flowers should we pick up? A: 5,B: 13,C: 9,D: 8,E: 7",C,nan,NO_FINAL_ANSWER,nan,14-22-1,nan
